bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,Cluster
0.0,0.0,0.0,0.0,0.0,0.0,0.4444353015903863,0.0,0.0,0.4251885009542584,0.0,0.3942848745451882,0.0,0.4172247074404667,0.0,0.32596067134767626,0.0,0.4311665841611652,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454003459040394,0.0,0.0,0.0,0.8909999209760668,0.0,0.0,0.0,0.0,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.15245978551276143,0.9095708550406052,0.0,0.16600545335829286,0.11708417527969704,0.0,0.0,0.0,0.11105065363793941,0.0,0.2575687562344778,0.0,0.0,0.1717452967475282,0.0,0.0,"Cluster 6: electric, ground, dark, rock, grass"
0.3494152261932884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23059623827536593,0.0,0.19764130312680098,0.0,0.0,0.19562135457078222,0.0,0.7641549856552121,0.0,0.40431637788996216,"Cluster 17: rock, ghost, ground, fire, dragon"
0.0,0.11647565018410797,0.12205525447890447,0.0,0.0,0.0,0.09373448061174068,0.0,0.0,0.0,0.0,0.08315740850536882,0.0,0.9679513580808659,0.0,0.13749472249073766,0.0,0.0,"Cluster 3: poison, rock, water, ice, dark"
0.0,0.0,0.3248519803048456,0.0,0.0,0.3537142603439595,0.7484273851110508,0.0,0.0,0.0,0.0,0.0,0.2744058711811008,0.0,0.0,0.36594436735455016,0.0,0.0,"Cluster 18: fire, rock, poison, grass, dark"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.21510230817166617,0.4508129711470735,0.0,0.0,0.0,0.17310487731116098,0.19472637799649248,0.0,0.16560836420604322,0.3283690511958222,0.15357158756190864,0.0,0.4875195435705864,0.0,0.5078388851649557,0.0,0.16793679166530312,"Cluster 7: rock, poison, ground, fire, dragon"
0.0,0.0,0.6304305526061017,0.0,0.0,0.0,0.0,0.36308170925059335,0.0,0.0,0.15306708520933188,0.0,0.17751043089914406,0.0,0.0,0.5918144358083871,0.2560179264519432,0.0,"Cluster 1: dragon, rock, flying, fire, steel"
0.0,0.0,0.7346591871727352,0.0,0.0,0.0,0.0,0.3173323123688976,0.0,0.0,0.13378016809852558,0.0,0.15514357807527793,0.0,0.0,0.5172440214517997,0.22375889101263702,0.0,"Cluster 1: dragon, rock, flying, fire, steel"
0.24724645207577453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968952626259892,0.0,0.0,0.0,0.0,"Cluster 3: poison, rock, water, ice, dark"
0.3494152261932884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23059623827536593,0.0,0.19764130312680098,0.0,0.0,0.19562135457078222,0.0,0.7641549856552121,0.0,0.40431637788996216,"Cluster 17: rock, ghost, ground, fire, dragon"
0.0,0.0,0.40544070290631096,0.0,0.7234885082302044,0.4414630879185737,0.0,0.0,0.0,0.0,0.0,0.0,0.34248000947656415,0.0,0.0,0.0,0.0,0.0,"Cluster 12: fairy, dark, ghost, ground, normal"
0.0,0.0,0.3561482636593156,0.0,0.0,0.0,0.0,0.0,0.30267123978193594,0.0,0.259415932787559,0.0,0.0,0.0,0.0,0.802398993578096,0.0,0.2653446133279131,"Cluster 17: rock, ghost, ground, fire, dragon"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5582980923059481,0.0,0.0,0.0,0.440303595487992,0.2729516040341186,0.0,0.0,0.18200248709466132,0.39366984425974855,0.48148993156134706,"Cluster 9: flying, steel, normal, fighting, rock"
0.0,0.0,0.3405192369154127,0.0,0.0,0.0,0.5230154809285843,0.2941711170108965,0.0,0.2501828359674857,0.4960637155374154,0.4639980049856122,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 14: ground, grass, flying, fire, ice"
0.0,0.26409362764367433,0.27674466618005406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015789013919078,0.1885487794480345,0.0,0.0,0.0,0.779379209024445,0.0,0.41237155382205154,"Cluster 17: rock, ghost, ground, fire, dragon"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618826998671688,0.0,0.0,0.6298428536398432,0.0,0.0,0.0,0.6942662109565656,0.0,0.2295862791046428,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.0,0.9093713548780008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32780505164424706,0.0,0.25610073612518497,0.0,0.0,"Cluster 1: dragon, rock, flying, fire, steel"
0.0,0.0,0.0,0.0,0.0,0.0,0.7282079415193133,0.0,0.0,0.348336014184298,0.34534115176912805,0.32301819391630765,0.0,0.0,0.0,0.0,0.0,0.3532335635584755,"Cluster 18: fire, rock, poison, grass, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20941628753503486,0.0,0.3883909111989511,0.24077005795633524,0.0,0.0,0.16054402582115337,0.0,0.8494425899246705,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22286531833900958,0.0,0.0,0.0,0.0,0.0,0.9748492446946102,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.9346029050431757,0.0,0.0,0.0,0.23924824937268413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26320654447973524,0.0,0.0,"Cluster 1: dragon, rock, flying, fire, steel"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28206208989885234,0.0,0.23988450765272407,0.713466211855991,0.22244917911212211,0.0,0.0,0.0,0.5517052906056883,0.0,0.0,"Cluster 2: rock, ground, flying, ghost, ice"
0.0,0.3673304022637613,0.0,0.0,0.0,0.4191266364630923,0.0,0.0,0.6542572313817983,0.0,0.2803780598450579,0.0,0.32515174735115393,0.27751251884647415,0.0,0.0,0.0,0.0,"Cluster 10: fighting, normal, ghost, rock, grass"
0.0,0.0,0.21862146892309348,0.0,0.0,0.0,0.0,0.0,0.0,0.16062334567061115,0.15924236638233907,0.14894889103216474,0.0,0.6304594621456072,0.0,0.4925523006515626,0.0,0.48864505366846195,"Cluster 16: rock, poison, grass, ground, ice"
0.0,0.0,0.38412732740900435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26170961028922385,0.0,0.0,0.0,0.21635889625849003,0.0,0.8585703839695883,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4158255558841441,0.0,0.0,0.0,0.0,0.0,0.9094443947123114,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.0,0.0,0.0,0.0,0.22328389687604136,0.0,0.24708980729438845,0.0,0.42355549134931414,0.19808836731171822,0.0,0.0,0.0,0.8188117445485806,0.0,0.0,"Cluster 2: rock, ground, flying, ghost, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9520973267363354,0.0,0.0,0.0,0.18685290298815146,0.0,0.14598056302782783,0.0,0.1930967329721108,"Cluster 11: grass, rock, dragon, water, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3048917489962376,0.0,0.5654631051077137,0.0,0.0,0.0,0.7012140660069662,0.0,0.30917847885959987,"Cluster 13: rock, ice, water, fire, ghost"
0.731066590249747,0.0,0.0,0.0,0.0,0.0,0.0,0.4904394347736122,0.0,0.0,0.0,0.0,0.23977554687699895,0.4092902253406308,0.0,0.0,0.0,0.0,"Cluster 8: bug, flying, normal, poison, ghost"
0.26077170606917893,0.0,0.0,0.0,0.0,0.0,0.0,0.34987983265882233,0.0,0.0,0.0,0.0,0.1710560413147181,0.8759637912304551,0.0,0.1140591390258117,0.0,0.0,"Cluster 3: poison, rock, water, ice, dark"
0.0,0.5376435342187986,0.0,0.0,0.0,0.0,0.0,0.24335717027291856,0.0,0.0,0.4103756456953039,0.0,0.0,0.0,0.5146123842709528,0.3173330581091673,0.3431943638751792,0.0,"Cluster 15: psychic, dark, ground, flying, rock"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 12: fairy, dark, ghost, ground, normal"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7137595554480125,0.0,0.0,0.0,0.7003908173346192,0.0,0.0,0.0,0.0,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454003459040394,0.0,0.0,0.0,0.8909999209760668,0.0,0.0,0.0,0.0,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618826998671688,0.0,0.0,0.6298428536398432,0.0,0.0,0.0,0.6942662109565656,0.0,0.2295862791046428,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.0,0.0,0.0,0.0,0.3209511947463148,0.0,0.0,0.2505026187972847,0.43312953726691755,0.0,0.20082436952060706,0.24898880841087834,0.0,0.0,0.33204847833648543,0.0,0.6588289052863174,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.0,0.0,0.0,0.4664357834775465,0.0,0.0,0.36405343608159374,0.3147318320812725,0.0,0.2918564369662756,0.3618534276529664,0.0,0.0,0.48256337624112877,0.0,0.3191569119595415,"Cluster 10: fighting, normal, ghost, rock, grass"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16460518756316814,0.16318997389159495,0.15264132398259042,0.0,0.6460885096383568,0.0,0.5047626389235076,0.0,0.5007585315515455,"Cluster 16: rock, poison, grass, ground, ice"
0.0,0.36288795963274356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27938929105719135,0.276987206710709,0.0,0.0,0.5483126423302609,0.0,0.6425615039632786,0.0,0.0,"Cluster 16: rock, poison, grass, ground, ice"
0.0,0.19083357316119545,0.3999503810194031,0.0,0.0,0.21774248238198715,0.153574466725646,0.0,0.16994815084961046,0.14692374133706654,0.1456605461091573,0.2724900075650306,0.16892113852877366,0.0,0.0,0.450542394779342,0.0,0.5959578637927142,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.0,0.0,0.0,0.0,0.0,0.7018809777344711,0.197387189058217,0.19417839570881343,0.16787129628503192,0.0,0.0,0.0,0.3294541236321403,0.0,0.5147781778130482,0.0,0.17023154021211587,"Cluster 18: fire, rock, poison, grass, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.44973598987262425,0.25295491878355325,0.0,0.21512981830520847,0.21328021280652543,0.3989874290157409,0.0,0.0,0.0,0.6596966742448498,0.0,0.21815450959208224,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.0,0.0,0.8985700121081597,0.0,0.0,0.0,0.0,0.0,0.0,0.4388301873617424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 6: electric, ground, dark, rock, grass"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25450418712989176,0.25036688041331,0.0,0.42917297241933955,0.0,0.0,0.0,0.0,0.8296713829403839,0.0,0.0,"Cluster 2: rock, ground, flying, ghost, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378164724457992,0.0,0.2895384952123884,0.0,0.0,0.0,0.0,0.8955710417015628,0.0,0.0,"Cluster 17: rock, ghost, ground, fire, dragon"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390491576999075,0.0,0.8422743054272879,0.0,0.0,"Cluster 16: rock, poison, grass, ground, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.8812575355147522,0.0,0.0,0.4215468136074217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21373684763253833,"Cluster 18: fire, rock, poison, grass, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6094073378716337,0.0,0.0,0.0,0.0,0.29793888367985083,0.0,0.0,0.5959915644074587,0.4297082420607764,0.0,"Cluster 9: flying, steel, normal, fighting, rock"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34637697814765955,0.0,0.2945821995965001,0.0,0.0,0.0,0.578129332133755,0.0,0.6775033520335986,0.0,0.0,"Cluster 16: rock, poison, grass, ground, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2965857988796444,0.0,0.25223644328291855,0.500135617877194,0.0,0.0,0.0,0.0,0.7734843271285484,0.0,0.0,"Cluster 2: rock, ground, flying, ghost, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3451815959093028,0.0,0.29356556641545883,0.5820831995398135,0.0,0.0,0.0,0.0,0.6751652189458306,0.0,0.0,"Cluster 2: rock, ground, flying, ghost, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8170954510347411,0.0,0.0,0.0,0.40089561423202885,0.0,0.0,0.0,0.41429184204840086,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.2919865745592832,0.0,0.0,0.0,0.0,0.0,0.36540147352122027,0.22651851889491922,0.0,0.0,0.3020823706661275,0.0,0.7991628152986359,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911459627451648,0.8262484718897287,0.0,0.0,0.0,0.4864636877765574,0.0,0.12668475558145037,0.0,0.16757307899603904,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.4050502592929913,0.28568323869330403,0.32136623294014927,0.31614199404247145,0.27331138542121397,0.0,0.5068930371857256,0.31423151886876477,0.0,0.0,0.2095276859061777,0.0,0.2771541003577093,"Cluster 10: fighting, normal, ghost, rock, grass"
0.0,0.0,0.0,0.0,0.0,0.432283869834182,0.0,0.0,0.0,0.29168751444783575,0.2891796945887844,0.0,0.33535891876125223,0.286224198458809,0.0,0.67084592706363,0.0,0.0,"Cluster 16: rock, poison, grass, ground, ice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 12: fairy, dark, ghost, ground, normal"
0.7818285308661439,0.0,0.0,0.0,0.0,0.0,0.0,0.5244933195988133,0.0,0.0,0.0,0.0,0.2564244708384623,0.21885473898254723,0.0,0.0,0.0,0.0,"Cluster 8: bug, flying, normal, poison, ghost"
0.0,0.25427189415434676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5872956847241351,0.0,0.0,0.0,0.76839415832473,0.0,0.0,0.0,0.0,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.25427189415434676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5872956847241351,0.0,0.0,0.0,0.76839415832473,0.0,0.0,0.0,0.0,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.3038512399131764,0.0,0.33624701721319594,0.0,0.0,0.0,0.0,0.0,0.0,0.8914103249449458,0.0,0.0,"Cluster 17: rock, ghost, ground, fire, dragon"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26537565546648934,0.0,0.0,0.6712584583499789,0.0,0.0,0.0,0.0,0.6920894765702921,0.0,0.0,"Cluster 2: rock, ground, flying, ghost, ice"
0.6183334750039068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7055676854282417,0.0,0.0,0.0,0.3461761906443404,0.0,0.0,0.0,0.0,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24668461751278334,0.0,0.21143046231457696,0.1977635324544312,0.0,0.0,0.0,0.8174690175636748,0.0,0.4325249699643263,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.4106006663891988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586293998677536,0.0,0.6204050874497884,0.0,0.0,0.0,0.3205681945263311,"Cluster 3: poison, rock, water, ice, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Cluster 3: poison, rock, water, ice, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.4244084986828902,0.0,0.0,0.0,0.0,0.3765179117416778,0.0,0.0,0.0,0.0,0.0,0.8234753720563969,"Cluster 5: water, ice, rock, grass, poison"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 12: fairy, dark, ghost, ground, normal"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7021534689079515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7120256358450379,"Cluster 11: grass, rock, dragon, water, fairy"
0.0,0.42497502582977376,0.0,0.0,0.0,0.0,0.68400242035395,0.0,0.37846443160202603,0.0,0.3243773793033258,0.0,0.0,0.32106215314076336,0.0,0.0,0.0,0.0,"Cluster 18: fire, rock, poison, grass, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.44973598987262425,0.25295491878355325,0.0,0.21512981830520847,0.21328021280652543,0.3989874290157409,0.0,0.0,0.0,0.6596966742448498,0.0,0.21815450959208224,"Cluster 13: rock, ice, water, fire, ghost"
0.0,0.0,0.75640912020545,0.0,0.0,0.0,0.5808976951885011,0.0,0.0,0.11114824557866546,0.0,0.0,0.0,0.0,0.0,0.2556274922766722,0.0,0.11271097236661887,"Cluster 1: dragon, rock, flying, fire, steel"
0.0,0.0,0.75640912020545,0.0,0.0,0.0,0.5808976951885011,0.0,0.0,0.11114824557866546,0.0,0.0,0.0,0.0,0.0,0.2556274922766722,0.0,0.11271097236661887,"Cluster 1: dragon, rock, flying, fire, steel"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589220425426306,0.0,0.0,0.0,0.0,0.3710365335358207,0.0,0.0,0.0,0.5351347719263283,0.0,"Cluster 9: flying, steel, normal, fighting, rock"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 11: grass, rock, dragon, water, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 11: grass, rock, dragon, water, fairy"
0.0,0.0,0.2565013127994461,0.0,0.0,0.0,0.0,0.0,0.2179866596934112,0.5653621197455818,0.18683378275501888,0.0,0.0,0.5547728701020272,0.0,0.4334214488238019,0.0,0.19110367396870745,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22553208775230832,0.5849316622477041,0.1933008797266058,0.0,0.0,0.5739758744797729,0.0,0.4484239740511831,0.0,0.197718569695583,"Cluster 4: poison, grass, rock, dark, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624071534669557,0.0,0.0,0.0,0.1888762476608277,0.0,0.0,0.0,0.19518768922551769,"Cluster 11: grass, rock, dragon, water, fairy"
0.0,0.0,0.0,0.0,0.0,0.0,0.8227737842509301,0.0,0.0,0.3935712922648748,0.0,0.0,0.0,0.19309984501420485,0.0,0.30172208881921836,0.0,0.1995524212542114,"Cluster 18: fire, rock, poison, grass, dark"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4250631456642476,0.41815317444781913,0.3615021907252806,0.7167882609237188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cluster 14: ground, grass, flying, fire, ice"
